Sentence,Sentiment,Score
"bought phone reached
",POSITIVE,0.5531830787658691
"using offline streaming
",NEGATIVE,0.9480738043785095
"currently
",POSITIVE,0.9966073036193848
"found bluetooth htc using connected iphone s23 s20 smartphone
",NEGATIVE,0.8799721002578735
"really phonefor notsmilingfacewithsmilingeyes balanced years
",NEGATIVE,0.9922917485237122
"sound photomad think might sound might others winkingface
",NEGATIVE,0.9824588298797607
"smartphone functionality already smartphones
",NEGATIVE,0.9092441201210022
"sound headphone oomph
",NEGATIVE,0.9005495309829712
"really thin formfactor though shoots
",NEGATIVE,0.9996540546417236
"think noted headphone wired s2 itm01 youtube headphone directly phone inexpensive slightly bright recessed sound closed
",NEGATIVE,0.9946215152740479
"technical sounds
",POSITIVE,0.9980260133743286
"phone smartphone cryingface
",NEGATIVE,0.992587149143219
"alternativeswell really sony smartphone built smartphone ideas phone sound really
",NEGATIVE,0.6343967914581299
"years functionality back hated switch iphone would back
",NEGATIVE,0.9935410022735596
"years phone whats facewithtearsofjoy
",NEGATIVE,0.9905773401260376
"phone headphone enough trying really around reasons using
",NEGATIVE,0.9899719953536987
"recently bought s9 thought would
",POSITIVE,0.9606528282165527
"light thoughmanshrugging sound
",POSITIVE,0.9966320395469666
"thought phonethat straight thinkingface
",NEGATIVE,0.987841784954071
"recommended
",POSITIVE,0.9997135996818542
"s9 specifically bought
",POSITIVE,0.9536254405975342
"would greatly appreciatedslightlysmilingfacefoldedhands
",POSITIVE,0.6782556176185608
"including back think worth think sound bass thanks
",POSITIVE,0.9982556700706482
"thinking
",POSITIVE,0.9972530007362366
"wished people would chance
",POSITIVE,0.9602642059326172
"informative insightful clappinghands
",POSITIVE,0.9997954964637756
"stereophile really sound
",POSITIVE,0.9979233741760254
"actually another sealed wasnt
",NEGATIVE,0.982525110244751
"s8 s9 s10
",NEGATIVE,0.8916247487068176
"smartphone theres nothing nowhere headphones options
",NEGATIVE,0.9974502921104431
"thanks hope ears insured partyingfacepartyingfacesmilingfacewithhearts
",POSITIVE,0.8455840945243835
"sounds choice using onyx using allow
",POSITIVE,0.9116781949996948
"month would years software phone years software years
",NEGATIVE,0.99036705493927
"prothey sound sound right
",POSITIVE,0.999835729598999
"fresh
",POSITIVE,0.9998635053634644
"please try phenomenal
",POSITIVE,0.9994667172431946
"sounding phone tbh
",NEGATIVE,0.9952793121337891
"confusedface
",NEGATIVE,0.9988816380500793
"theres money something eventually players bluetooth players smartphone streamed money 1tb
",NEGATIVE,0.9724775552749634
"sony iphone instead
",NEGATIVE,0.9798251986503601
"phone focusing switch phone without increase thickness
",POSITIVE,0.5709236860275269
"sound
",POSITIVE,0.9995505213737488
"nothing finally worth
",NEGATIVE,0.9997379183769226
"purchased things hope
",POSITIVE,0.999679446220398
"found found whats sony
",POSITIVE,0.9977121353149414
"easily
",POSITIVE,0.9989784955978394
"flagship headphone sound basically really phone though
",NEGATIVE,0.9872168898582458
"hope including headphone prowiredconnection counter reformation hope
",POSITIVE,0.8348377346992493
"headphones ease really serious wireless sucks wired users
",NEGATIVE,0.7356706857681274
"thank headphone thing hires trying whats hires s20fe option
",POSITIVE,0.9553400874137878
"know
",POSITIVE,0.9947928786277771
"thank researching purchase every onboard headphone investing confirms
",POSITIVE,0.9975300431251526
"without wired headphone forces choices flagship smartphones try something cheaper functionality purchasing pushnotifications would smartphone head thats hear ringtone isolation
",NEGATIVE,0.9986769556999207
"activated
",POSITIVE,0.9989389777183533
"users bluetooth headphone
",NEGATIVE,0.7666957378387451
"reaching thanks
",POSITIVE,0.9997599720954895
"sony smartphones thanks thanks onyx sony around thing bought built headphones really bluetooth headphones bluetooth really acoustics without headphones
",NEGATIVE,0.9163355827331543
"feat think sounds bluetooth
",POSITIVE,0.9934126734733582
"really literally bought phone month really interesting
",POSITIVE,0.9969084858894348
"exactly straight phone directly sound horribly bluetooth remainsother phone
",NEGATIVE,0.9964943528175354
"bought sony hires aspect bought phone four think
",NEGATIVE,0.9582973122596741
"recently thought would high headphones
",NEGATIVE,0.8609609007835388
"headphone easily performance every
",POSITIVE,0.9924781322479248
"honest repurchase around
",POSITIVE,0.9996868371963501
"actually sound everyone phone players least really would shoot would nothing phone would theyre
",NEGATIVE,0.9941704273223877
"would might though know
",NEGATIVE,0.9616132378578186
"bought year overheating phone sony
",NEGATIVE,0.9966350197792053
"phone really bother wired headphones
",NEGATIVE,0.9967888593673706
"really
",POSITIVE,0.9980352520942688
"thing increased years
",POSITIVE,0.9986397624015808
"massproduced phone
",NEGATIVE,0.99619460105896
"country although official becomes reasonable
",NEGATIVE,0.9567452073097229
"years outdated becomes professional
",NEGATIVE,0.9997748732566833
"theyre years literally phone every sony really software
",NEGATIVE,0.9911375045776367
"would smartphone overheating knowing would flashing
",NEGATIVE,0.998121440410614
"years four years security patches
",NEGATIVE,0.9344597458839417
"option
",POSITIVE,0.9911637306213379
"increase
",POSITIVE,0.9995423555374146
"release phone earlier
",NEGATIVE,0.9714925289154053
"everything
",POSITIVE,0.998927891254425
"options
",POSITIVE,0.996459424495697
"claiming right sony directly perspective victim clearly
",NEGATIVE,0.9926188588142395
"headphone recording bought
",NEGATIVE,0.963053822517395
"thier specs redheartredheartredheart
",NEGATIVE,0.9331458806991577
"nowhere phone
",NEGATIVE,0.9996435642242432
"watched headphone enough learning photography
",POSITIVE,0.7570838332176208
"sony please everyone products country
",POSITIVE,0.999336302280426
"completely worth flashlight brighter photosphere
",POSITIVE,0.9991299510002136
"months people theyre opportunity officially players
",POSITIVE,0.9930196404457092
"every overheating patches completely hours years longterm incredibly clear something hope something years
",POSITIVE,0.991168737411499
"overheating first month basic formally phone hear whole
",NEGATIVE,0.9917168021202087
"phone people really aesthetics years software phone whats whats iphone software features would years
",NEGATIVE,0.9849411845207214
"actually botched exited smartphone years
",NEGATIVE,0.9991772770881653
"shoot flagship software
",POSITIVE,0.7325748801231384
"overheating reason software thats phone bought really tbh shooting every phone yellowness basically nothing
",NEGATIVE,0.9997193217277527
"whats features performance
",POSITIVE,0.9990125894546509
"owning headphone four s24
",POSITIVE,0.7660245895385742
"ordinary user know shooting
",NEGATIVE,0.9613267183303833
"would seriously
",POSITIVE,0.9959133267402649
"every
",POSITIVE,0.9956293106079102
"offer without altogether gatherings headphone clarity every headphones flagship months theres reason
",NEGATIVE,0.9901492595672607
"influencers phonesfacewithtearsofjoy enthusiasts features performance within flagship years increased years reason people though reasons features aspect ratio people think
",POSITIVE,0.9598333835601807
"overheating
",NEGATIVE,0.9988753199577332
"clear smartphone others things iphone thing though choice htc misserably
",NEGATIVE,0.9634140729904175
"completely iphones people software
",POSITIVE,0.7251452803611755
"know people think research business right people know
",POSITIVE,0.9942798614501953
"overheating me…otherwise back
",NEGATIVE,0.9912939667701721
"bought back within without hideous together high overheats crash know overheating thing high recording tracking basically throttling money exactly money back back carrying phone suck
",NEGATIVE,0.9984703660011292
"whats iphone back phone everything
",NEGATIVE,0.9809457063674927
"reason sony people
",NEGATIVE,0.9734878540039062
"phone shoot really
",NEGATIVE,0.9894522428512573
"sony force iphoneclone
",POSITIVE,0.892530083656311
"back everyone thought
",POSITIVE,0.9686711430549622
"every phone software performance weakness things easily
",NEGATIVE,0.9992380142211914
"year phone boring months hoped
",NEGATIVE,0.9975267052650452
"thought
",POSITIVE,0.997986912727356
"noticeable releases would easily cohesive software things country iphones something really seriously
",POSITIVE,0.9765557646751404
"built people aesthetics hate phone iphone immediately everyone iphone instead actually texting attached learned ton phone flagship found become based feedback without choice
",NEGATIVE,0.9990226030349731
"currently hence software flagship would tb headphone back wireless beans sound something really around around currently
",NEGATIVE,0.9481192231178284
"fi professional money
",NEGATIVE,0.8274543285369873
"reason otherwise theyre front facing
",NEGATIVE,0.8550746440887451
"years software features
",POSITIVE,0.9950770735740662
"actually things headphone things things peoples hearts coffin
",NEGATIVE,0.923191487789154
"phone around 2016ish thought cool enough
",POSITIVE,0.986225962638855
"overheated constantly
",NEGATIVE,0.9962795376777649
"however another seconds reached phone would
",NEGATIVE,0.9871253371238708
"right thing title
",POSITIVE,0.9998307228088379
"another know anywhere
",POSITIVE,0.8920943737030029
"personally phone theyre theyre around reason stronghold smartphone nothing
",NEGATIVE,0.9959374666213989
"title
",POSITIVE,0.9987114667892456
"software wasnt
",NEGATIVE,0.9939046502113342
"people everyone software
",POSITIVE,0.9904594421386719
"offering something
",POSITIVE,0.9986522793769836
"aspect ratio nauseatedface
",NEGATIVE,0.99980229139328
"right
",POSITIVE,0.9998270869255066
"title right heres actually
",POSITIVE,0.9983970522880554
"years years security
",POSITIVE,0.8611744046211243
"actually
",POSITIVE,0.9980202913284302
"first
",POSITIVE,0.9977535605430603
"first
",POSITIVE,0.9977535605430603
"motion
",POSITIVE,0.9993640780448914
"please
",POSITIVE,0.9995015859603882
"iphone please
",POSITIVE,0.9937437176704407
"iphone money please choose
",POSITIVE,0.8796131014823914
"appearsboht chalty chalty cryingface
",NEGATIVE,0.9867585301399231
"first smartphones
",POSITIVE,0.9916324019432068
"sony cony globeshowingamericas
",POSITIVE,0.9890637993812561
"honest
",POSITIVE,0.9998496770858765
"s22 platform everything already
",NEGATIVE,0.7005860209465027
"phone actually facewithtearsofjoy
",NEGATIVE,0.9556632041931152
"honestly overheating
",NEGATIVE,0.9993962049484253
"photography
",POSITIVE,0.9989606142044067
"phone photographers function youtube photographer
",NEGATIVE,0.9402607679367065
"shoot
",NEGATIVE,0.9990390539169312
"people include phone reason youtube photographer
",NEGATIVE,0.9705129265785217
"bought
",POSITIVE,0.9988548755645752
"bought cooling performance phone
",NEGATIVE,0.8011499643325806
"photo
",POSITIVE,0.9952120780944824
"whole really sound bluetooth
",POSITIVE,0.9963074922561646
"noticeable imperfections
",NEGATIVE,0.9997301697731018
"slightlysmilingface bloatware
",NEGATIVE,0.9992714524269104
"really
",POSITIVE,0.9980352520942688
"watched people testing photography facewithtearsofjoy
",NEGATIVE,0.9572755098342896
"heardread somewhere players
",POSITIVE,0.7166438102722168
"phone thanks
",POSITIVE,0.9991819262504578
"think though ingenious least fact outer wished theyd actually otherwise think software smartphones shouldve
",NEGATIVE,0.9949507713317871
"thing searching monthyearsubject using recently found
",NEGATIVE,0.9808287024497986
"months thought blow hated everything phone rollingonthefloorlaughing boring though photography
",NEGATIVE,0.999303936958313
"thats christmas tree
",POSITIVE,0.9989467263221741
"software sony completely software ditching software software
",NEGATIVE,0.9997287392616272
"without something basic theme allows cover
",NEGATIVE,0.9970517158508301
"years phone crown months
",NEGATIVE,0.9580801725387573
"software really trying s23 back loathe headphone
",NEGATIVE,0.9995102882385254
"trying purchass facewithtearsofjoyfacewithtearsofjoy
",NEGATIVE,0.996921956539154
"brother please really
",POSITIVE,0.9992465972900391
"performance
",POSITIVE,0.9996472597122192
"overheating
",NEGATIVE,0.9988753199577332
"thanks creating related rarity using heavyduty without charging charge
",POSITIVE,0.9983630776405334
"please
",POSITIVE,0.9995015859603882
"searching photography without photography
",POSITIVE,0.9595441222190857
"really
",POSITIVE,0.9980352520942688
"brother
",POSITIVE,0.9936435222625732
"features
",POSITIVE,0.9995641112327576
"right
",POSITIVE,0.9998270869255066
"editing options software
",NEGATIVE,0.7182887196540833
"ideas
",POSITIVE,0.9984655380249023
"hope creative thats
",POSITIVE,0.9998170733451843
"thrilled adoption
",POSITIVE,0.9997709393501282
"updated
",POSITIVE,0.9995930790901184
"thought
",POSITIVE,0.997986912727356
"please please displaymean secreen tone please
",NEGATIVE,0.8543537259101868
"highlight
",POSITIVE,0.9995309114456177
"factory
",NEGATIVE,0.9906173348426819
"refresh least
",POSITIVE,0.999005138874054
"first
",POSITIVE,0.9977535605430603
"bought
",POSITIVE,0.9988548755645752
"caved including
",NEGATIVE,0.9992688298225403
"least
",NEGATIVE,0.994820237159729
"morning cooling
",POSITIVE,0.9975233674049377
"s23 s23 bought
",POSITIVE,0.98014235496521
"phone thats photography
",NEGATIVE,0.8862111568450928
"theres reception whatever really
",POSITIVE,0.9892292022705078
"bought
",POSITIVE,0.9988548755645752
"found tether wifi router items relocated another
",NEGATIVE,0.9967042803764343
"know every every would think phone think iphone think right top bought
",NEGATIVE,0.6137007474899292
"honestly think literally released months
",POSITIVE,0.6540588140487671
"received three
",POSITIVE,0.9985892176628113
"years three years security thing reach early
",NEGATIVE,0.8849992752075195
"year
",POSITIVE,0.9952841401100159
"tomorrow
",POSITIVE,0.9986708164215088
"phone aspect ratio
",NEGATIVE,0.9347283244132996
"international phone infinix atleast
",NEGATIVE,0.9619227647781372
"s23 performance
",POSITIVE,0.9977267384529114
"would try charging phone thats years software
",NEGATIVE,0.9930905699729919
"flagship option options specs already every displays every bright first bought phone least options previous increase capacity four charge four heavy light turned brightness intentionally displays already bright tcl would
",NEGATIVE,0.9955062866210938
"morning s23 sony s23 think
",NEGATIVE,0.9500013589859009
"ratio brighter
",POSITIVE,0.9989344477653503
"rollout theory nothing though others country ideas
",NEGATIVE,0.9813976287841797
"already specially high
",POSITIVE,0.9985999464988708
"hope theres
",POSITIVE,0.9993564486503601
"absolutely phone cool rounded phone would offering excited facewithtearsofjoy type facewithtearsofjoy
",POSITIVE,0.9976266026496887
"years software specially phone specs specs
",NEGATIVE,0.9753941297531128
"sony increases longevity something theyre headphone hope
",POSITIVE,0.9916259050369263
"worth amount money
",POSITIVE,0.999669075012207
"think smoother
",POSITIVE,0.9920716881752014
"nothing
",NEGATIVE,0.9992395639419556
"lowest f51a
",NEGATIVE,0.9989626407623291
"please
",POSITIVE,0.9995015859603882
"sony please
",POSITIVE,0.999030590057373
"please white
",POSITIVE,0.9977627992630005
"watched around redheart
",POSITIVE,0.9933163523674011
"please another
",POSITIVE,0.9985925555229187
"brother
",POSITIVE,0.9936435222625732
"first
",POSITIVE,0.9977535605430603
"cooling
",POSITIVE,0.9987009763717651
"four wouldve overheat somehow
",NEGATIVE,0.9984676241874695
"finished
",POSITIVE,0.9971638321876526
"incredible
",POSITIVE,0.9998753070831299
"really smooth
",POSITIVE,0.999833345413208
"know basic photography videography
",POSITIVE,0.998023271560669
"learn
",POSITIVE,0.9979693293571472
"something
",POSITIVE,0.9990936517715454
"incredible heading right years
",POSITIVE,0.9998819828033447
"software three security patch sony flagship
",NEGATIVE,0.9838340878486633
"personally security patches personally
",POSITIVE,0.7738519906997681
"s22 months back
",NEGATIVE,0.9664347171783447
"eats hellsony years
",POSITIVE,0.8310755491256714
"sony really software
",POSITIVE,0.9983659386634827
"؟facewithtearsofjoyredheart ؟redheartfacewithtearsofjoy تمومredheart
",NEGATIVE,0.9591858983039856
"high
",POSITIVE,0.9997591376304626
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"smilingfacewithtear
",POSITIVE,0.9986359477043152
"rollingonthefloorlaughing
",NEGATIVE,0.9918220639228821
"smilingfacewithsmilingeyes
",POSITIVE,0.9970294237136841
"shushingface
",NEGATIVE,0.9989051818847656
"teams
",POSITIVE,0.9970541000366211
"thanks teams
",POSITIVE,0.9998341798782349
"alpha brand2 another
",POSITIVE,0.965303361415863
"rollingonthefloorlaughing
",NEGATIVE,0.9918220639228821
"s23 iphone another
",NEGATIVE,0.7820109724998474
"victory
",POSITIVE,0.9998254179954529
"smilingfacewithsmilingeyes
",POSITIVE,0.9970294237136841
"cryingface
",NEGATIVE,0.9907960891723633
"flagship chipset think
",POSITIVE,0.9744520783424377
"beamingfacewithsmilingeyes
",POSITIVE,0.9947821497917175
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"four
",POSITIVE,0.9953193068504333
"smartphone high smilingfacewithsmilingeyesfoldedhands
",NEGATIVE,0.6754627227783203
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"showcase alpha playstation heard
",NEGATIVE,0.5027645826339722
"worth facewithtearsofjoy
",POSITIVE,0.995198667049408
"think player smartphone
",POSITIVE,0.7285791039466858
"think player
",POSITIVE,0.9973958730697632
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"built
",POSITIVE,0.9976949095726013
"beamingfacewithsmilingeyes
",POSITIVE,0.9947821497917175
