Sentence,Sentiment,Score
"outsmart switch another headset something headphones
",NEGATIVE,0.9921199083328247
"government told high
",POSITIVE,0.5697959661483765
"government operations tomorrow would years theyve actively shown willing eat incredible
",POSITIVE,0.9979967474937439
"know currently know forced
",NEGATIVE,0.9066389799118042
"troubling reality
",NEGATIVE,0.9956183433532715
"everyone
",POSITIVE,0.997075080871582
"already already enough thing know
",NEGATIVE,0.884570837020874
"crowds
",POSITIVE,0.9985451698303223
"thanks though
",POSITIVE,0.9997801184654236
"people everyone
",POSITIVE,0.9976885318756104
"interface iphone something
",POSITIVE,0.9372266530990601
"heavy theyre easily
",NEGATIVE,0.9965488314628601
"relatively
",POSITIVE,0.9992260932922363
"headphones physical bluetooth
",NEGATIVE,0.586439847946167
"thanks
",POSITIVE,0.9998080134391785
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"specifically everyone
",POSITIVE,0.9966754913330078
"iphone count iphones top food texting
",POSITIVE,0.9651018381118774
"aight
",NEGATIVE,0.9993353486061096
"people reason turned know strongly iphone think
",POSITIVE,0.5300300121307373
"currently iphone software
",POSITIVE,0.963482677936554
"iphone eventually right without
",POSITIVE,0.6319872140884399
"serious east another phone iphone turn using interface based includes whatever cheap
",NEGATIVE,0.9976810216903687
"think trying accustomed shortcomings bothered
",NEGATIVE,0.9982455968856812
"using interface based
",POSITIVE,0.9959548711776733
"interface interface iphones shortcoming everything interface would phone interface software
",NEGATIVE,0.9986887574195862
"easily reach anywhere without something years really back top reach footprint iphone around basic charging top notch holding years easily fits
",POSITIVE,0.7845113277435303
"becoming
",POSITIVE,0.9986433386802673
"smilingfacewithhearteyes
",POSITIVE,0.998648464679718
"smilingfacewithhearteyes camerawithflash
",POSITIVE,0.9961488246917725
"sourcing
",NEGATIVE,0.9996788501739502
"top purchase
",POSITIVE,0.9996337890625
"whole thing really
",POSITIVE,0.998691737651825
"sexy…
",POSITIVE,0.999875545501709
"certainly
",POSITIVE,0.9996024966239929
"thanks
",POSITIVE,0.9998080134391785
"exactly right
",POSITIVE,0.9998375177383423
"thanks
",POSITIVE,0.9998080134391785
"factory built tribute built factory
",POSITIVE,0.9957666397094727
"money firefire
",NEGATIVE,0.9939471483230591
"thanks
",POSITIVE,0.9998080134391785
"thanks excited
",POSITIVE,0.9998593330383301
"thanks…appreciate
",POSITIVE,0.9998384714126587
"factory
",NEGATIVE,0.9906173348426819
"right
",POSITIVE,0.9998270869255066
"factory
",NEGATIVE,0.9906173348426819
"wheels
",POSITIVE,0.9930019974708557
"built
",POSITIVE,0.9976949095726013
"recently
",POSITIVE,0.9928474426269531
"boat anc boat anc
",NEGATIVE,0.917540431022644
"anc top products
",POSITIVE,0.9983164072036743
"right please
",POSITIVE,0.9998182654380798
"thank helpful
",POSITIVE,0.9998286962509155
"please anc charge hours hours
",POSITIVE,0.6432871222496033
"please
",POSITIVE,0.9995015859603882
"puchhna tha boult
",NEGATIVE,0.8755967020988464
"boat boult
",POSITIVE,0.9969455599784851
"please sound
",POSITIVE,0.9997836947441101
"sound please
",POSITIVE,0.9998027682304382
"wires wireless
",POSITIVE,0.9901963472366333
"thanks anc wearing ear heard anc ear ear people complaining
",NEGATIVE,0.8007948398590088
"anc higher ear heath
",NEGATIVE,0.9895580410957336
"please
",POSITIVE,0.9995015859603882
"character chhattisgarh redheartredheart
",POSITIVE,0.9425448775291443
"please
",POSITIVE,0.9995015859603882
"actually
",POSITIVE,0.9980202913284302
"purchase
",POSITIVE,0.9982233643531799
"purchase ear
",POSITIVE,0.9969586133956909
"confused soundcore themi ancgo without
",NEGATIVE,0.9987404942512512
"thing please service related
",POSITIVE,0.9964253306388855
"boat alround performance
",POSITIVE,0.8719242811203003
"please ear
",POSITIVE,0.9987509250640869
"please
",POSITIVE,0.9995015859603882
"please cryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingface
",POSITIVE,0.99272221326828
"helpful bluetooth
",POSITIVE,0.998898983001709
"backwards tha banakesmilingfacewithsmilingeyes
",NEGATIVE,0.9973899722099304
"please
",POSITIVE,0.9995015859603882
"please heartsuit
",POSITIVE,0.9997884631156921
"smilingfacewithsmilingeyes
",POSITIVE,0.9970294237136841
"brother brother please
",POSITIVE,0.9988195300102234
"sound
",POSITIVE,0.9995505213737488
"brother ear clear please
",POSITIVE,0.9990516304969788
"amount top
",POSITIVE,0.999721348285675
"please please
",POSITIVE,0.9992691874504089
"please
",POSITIVE,0.9995015859603882
"cryingface
",NEGATIVE,0.9907960891723633
"highly
",POSITIVE,0.9997406601905823
"headphones bot
",NEGATIVE,0.9984992742538452
"including profinally bought thing ears
",NEGATIVE,0.9827622771263123
"crossbeats sound turned manually chance
",NEGATIVE,0.9904628396034241
"smilingfacewithsmilingeyes
",POSITIVE,0.9970294237136841
"worth thinkingface
",POSITIVE,0.9994169473648071
"earphone offer know
",POSITIVE,0.5108631253242493
"smilingfacewithsmilingeyes
",POSITIVE,0.9970294237136841
"please
",POSITIVE,0.9995015859603882
"cryingface
",NEGATIVE,0.9907960891723633
"informative camerawithflash
",POSITIVE,0.9987614154815674
"please
",POSITIVE,0.9995015859603882
"background smilingfacewithsmilingeyes
",POSITIVE,0.9935566782951355
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"try redheart sound boult
",POSITIVE,0.9908856749534607
"previous boult
",POSITIVE,0.9980822801589966
"clear
",POSITIVE,0.9997586607933044
"please
",POSITIVE,0.9995015859603882
"lowcryingfacecryingface
",NEGATIVE,0.9909193515777588
"please topic redheart
",POSITIVE,0.9962846040725708
"please please meperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfacefoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhands
",POSITIVE,0.9943296313285828
"thanks informative redheart
",POSITIVE,0.9998422861099243
"exciting
",POSITIVE,0.9998730421066284
"top wireless
",POSITIVE,0.9969711303710938
"thanks information
",POSITIVE,0.999834418296814
"boat shorts
",NEGATIVE,0.9932820796966553
"boat anc shorts shortfeed youtubeshort fact viralshort ytshorts
",NEGATIVE,0.9970771074295044
"boat first
",POSITIVE,0.9984476566314697
"manually turn boat
",NEGATIVE,0.9416342377662659
"boat 454anc haigrinningfacewithsweatgrinningfacewithsweat
",NEGATIVE,0.9883291721343994
"karogrinningfacewithsweatgrinningfacewithsweat
",NEGATIVE,0.9905521869659424
"four active
",POSITIVE,0.9989781379699707
"smilingfacewithtear
",POSITIVE,0.9986359477043152
"hope techredheart
",POSITIVE,0.9981402158737183
"actually
",POSITIVE,0.9980202913284302
"wholesome
",POSITIVE,0.999871015548706
"easily another secondary switch seconds
",NEGATIVE,0.9790884852409363
"thousandgrinningfacewithsweat correction
",NEGATIVE,0.9931350946426392
"thumbsup
",POSITIVE,0.9957951307296753
"first redheart
",POSITIVE,0.9908050298690796
"explodingheadboat alpha fire boat aswin
",NEGATIVE,0.9562387466430664
"meanwhile earphone facewithoutmouth
",NEGATIVE,0.9865828156471252
"earphones busting hathi facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
",POSITIVE,0.9298219084739685
"would would software tooo interactions iphone
",NEGATIVE,0.9948069453239441
"please please pleadingface
",POSITIVE,0.8512362241744995
"something
",POSITIVE,0.9990936517715454
"every sound
",POSITIVE,0.9990070462226868
"uthana earphone watchtime
",POSITIVE,0.8704363107681274
"heart wowsmilingfacewithhearteyes
",POSITIVE,0.9966078996658325
"think painted lights
",POSITIVE,0.9903966188430786
"office
",POSITIVE,0.9953404664993286
"right
",POSITIVE,0.9998270869255066
"knowledge
",POSITIVE,0.999617338180542
"ghatey
",POSITIVE,0.9982864260673523
"rollingonthefloorlaughingrollingonthefloorlaughingpartypopper
",NEGATIVE,0.9905955791473389
"earphone wearing earphone rollingonthefloorlaughingrollingonthefloorlaughing
",NEGATIVE,0.9875786900520325
"think rathee brother
",NEGATIVE,0.8764607906341553
"bluetooth ready
",POSITIVE,0.9943144917488098
"backwards
",NEGATIVE,0.9904462099075317
"right hickey
",POSITIVE,0.9944532513618469
"field fictional character
",POSITIVE,0.9853760600090027
"overacting facewithtearsofjoy
",NEGATIVE,0.998307466506958
"earphones boult earphones facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
",NEGATIVE,0.973365306854248
"around whatsapp tone sounds
",NEGATIVE,0.9370583295822144
"hearing sound earphone mendingheart
",POSITIVE,0.9814883470535278
"everywhere
",POSITIVE,0.9937111139297485
"things
",POSITIVE,0.9925870299339294
"overacting
",NEGATIVE,0.9993034601211548
"know owns moneymoneymouthfacemoneymouthface
",NEGATIVE,0.9729622602462769
"badaogrinningfacewithsweatfacewithtearsofjoy
",NEGATIVE,0.9945436716079712
"please try cryingface
",NEGATIVE,0.9945001602172852
"tshirt heads haismilingfacewithsmilingeyes
",NEGATIVE,0.9937788844108582
"sound
",POSITIVE,0.9995505213737488
"cryingface
",NEGATIVE,0.9907960891723633
"wase hona rollingonthefloorlaughing
",NEGATIVE,0.9905341863632202
"motion
",POSITIVE,0.9993640780448914
"reality overacting tha
",NEGATIVE,0.9977673292160034
"overacting clownfacesmilingfacewithsmilingeyes
",NEGATIVE,0.99885094165802
"history
",POSITIVE,0.9964542388916016
"right
",POSITIVE,0.9998270869255066
"theek right mfacewithtearsofjoyfacewithtearsofjoy
",NEGATIVE,0.9325459599494934
"leftfacewithtearsofjoyfacewithtearsofjoy
",NEGATIVE,0.994484007358551
"hickey right facewithtearsofjoy930
",NEGATIVE,0.9869548678398132
"products
",POSITIVE,0.9936264753341675
"beamingfacewithsmilingeyes
",POSITIVE,0.9947821497917175
"smartwatch connectivity हैfire
",POSITIVE,0.9591382741928101
"1500redheartredheartloudlycryingfacefoldedhandsachhai warch phanloudlycryingfacedowncastfacewithsweatfoldedhandsdowncastfacewithsweatloudlycryingfacefoldedhandsloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceapke backwards
",NEGATIVE,0.9960137605667114
"please please redheart
",POSITIVE,0.9981130361557007
"ear
",POSITIVE,0.9974402189254761
"please
",POSITIVE,0.9995015859603882
"s9 smartwatch lateredheart
",NEGATIVE,0.981122612953186
"ear
",POSITIVE,0.9974402189254761
"please
",POSITIVE,0.9995015859603882
"recharge
",POSITIVE,0.9994657635688782
"please
",POSITIVE,0.9995015859603882
"cryingface
",NEGATIVE,0.9907960891723633
