Sentence,Sentiment,Score
"refresh
",POSITIVE,0.9998132586479187
"please replay performance phone
",NEGATIVE,0.7677856683731079
"inch featuresho kariyethumbsuplightskintonegrinningfacewithsmilingeyes
",NEGATIVE,0.9813771843910217
"inch sound
",POSITIVE,0.9971627593040466
"years year warranty service
",POSITIVE,0.971577525138855
"please please meperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfacefoldedhandsfoldedhands
",POSITIVE,0.9943296313285828
"please please meperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfaceperseveringfacefoldedhandsfoldedhands
",POSITIVE,0.9943296313285828
"thoughts
",POSITIVE,0.9943869113922119
"incha please
",POSITIVE,0.9989093542098999
"please please please please pleadingfacepleadingfacecryingfacecryingface
",NEGATIVE,0.9628771543502808
"playstationregistered5
",NEGATIVE,0.9905645847320557
"crown
",POSITIVE,0.9998059868812561
"clear building right actually building
",POSITIVE,0.9998268485069275
"rather worth
",POSITIVE,0.9998630285263062
"please inch
",POSITIVE,0.9989749193191528
"think worth inches
",POSITIVE,0.9995474219322205
"white whites yellowish
",NEGATIVE,0.9975382089614868
"though clearly choice
",POSITIVE,0.9991909861564636
"know professional based know choosing really without sharpness reason
",NEGATIVE,0.9700764417648315
"clear fact cheaper clear really right please know really focussing right favouring without really nonetheless highquality professional thumbsup
",POSITIVE,0.9484175443649292
"however heard flagship without thinking tcl hicense
",POSITIVE,0.9608446359634399
"personally first purchased shortly sharpness
",POSITIVE,0.8162620663642883
"noticeable high choice people
",POSITIVE,0.9947545528411865
"switch recently played brightest around
",POSITIVE,0.9944973587989807
"honestly personally money
",POSITIVE,0.9949343800544739
"clearly something
",POSITIVE,0.9995425939559937
"please bought
",POSITIVE,0.9995840191841125
"shouldnt
",NEGATIVE,0.9945527911186218
"north heard
",POSITIVE,0.9912511706352234
"clear
",POSITIVE,0.9997586607933044
"without clear clear
",NEGATIVE,0.9992996454238892
"trying research rating theres around might thanks
",NEGATIVE,0.9575774073600769
"offers higher inches
",POSITIVE,0.9959720969200134
"55inch fire 55inch
",POSITIVE,0.849888801574707
"thank lovelettergrinningfacewithbigeyes
",POSITIVE,0.9953775405883789
"heart really wellpartypopper jobwhiteheart
",POSITIVE,0.9954623579978943
"inch month inch
",NEGATIVE,0.524941086769104
"option
",POSITIVE,0.9911637306213379
"humbled please chesi
",POSITIVE,0.9996923208236694
"brother aspect ratio
",POSITIVE,0.940216600894928
"inch cashback offer
",NEGATIVE,0.9582957029342651
"bought inch warranty
",POSITIVE,0.9322665333747864
"warranty worth notdowncastfacewithsweat
",NEGATIVE,0.9840107560157776
"please
",POSITIVE,0.9995015859603882
"brightness antha
",POSITIVE,0.9962072372436523
"43inch sound option pleas
",NEGATIVE,0.774132490158081
"bought 55inch brother
",POSITIVE,0.8110275268554688
"please peduthunte rejected
",NEGATIVE,0.9957334399223328
"please
",POSITIVE,0.9995015859603882
"43inch 50inch fuachars hycencetcl pleasefoldedhands
",NEGATIVE,0.984119713306427
"high
",POSITIVE,0.9997591376304626
"confused
",NEGATIVE,0.9994555115699768
"inch please
",POSITIVE,0.9993765950202942
"information brother hundredpoints
",POSITIVE,0.752708375453949
"please
",POSITIVE,0.9995015859603882
"based teachings
",POSITIVE,0.9909316301345825
"know
",POSITIVE,0.9947928786277771
"information smilingfacewithsmilingeyes
",POSITIVE,0.9953988194465637
"brother
",POSITIVE,0.9936435222625732
"thank cheptara please
",POSITIVE,0.9997900128364563
"sound sound chepu
",NEGATIVE,0.9598186612129211
"estha
",POSITIVE,0.993929386138916
"worth
",POSITIVE,0.9998667240142822
"brother
",POSITIVE,0.9936435222625732
"redheart crown
",POSITIVE,0.9957618117332458
"century anywhere products
",POSITIVE,0.9957846999168396
"unleash sound
",POSITIVE,0.9984502792358398
"worth
",POSITIVE,0.9998667240142822
"cheaper inch
",POSITIVE,0.9931623935699463
"bought
",POSITIVE,0.9988548755645752
"chooses
",POSITIVE,0.9952179193496704
"reflections bright bright bright
",POSITIVE,0.9998689889907837
"tomorrow
",POSITIVE,0.9986708164215088
"recently tcl without however wished think toogrinningfacewithsweat
",NEGATIVE,0.9825625419616699
"tcl choice know
",NEGATIVE,0.6904020309448242
"section currently
",POSITIVE,0.9931192398071289
"reflective
",POSITIVE,0.9998182654380798
"please
",POSITIVE,0.9995015859603882
"reality creation account
",POSITIVE,0.9892479777336121
"please bought problemcryingfacecryingfacecryingfacesmilingfacewithsmilingeyes
",NEGATIVE,0.9928784966468811
"chemistry
",POSITIVE,0.9997245669364929
"would qned80 choose things
",NEGATIVE,0.9709919095039368
"sony thats years thank
",POSITIVE,0.9998160004615784
"qned80 inch around pointed info
",NEGATIVE,0.9706109762191772
"x95lfacewithtearsofjoyfacewithtearsofjoy itthis shows
",NEGATIVE,0.9821703433990479
"inch without another right warranty burn
",NEGATIVE,0.9994414448738098
"known tcl sony
",NEGATIVE,0.9366355538368225
"chose
",POSITIVE,0.9932191967964172
"really reflective warehouse
",POSITIVE,0.9984087347984314
"though inch inch thing inch
",NEGATIVE,0.947957456111908
"topic early back thank thumbsupgrinningface
",POSITIVE,0.9755527377128601
"theres amounts everywhere
",POSITIVE,0.9920973777770996
"basically top
",POSITIVE,0.9997548460960388
"users something
",POSITIVE,0.9925454258918762
"youtuberevanced perfectly
",POSITIVE,0.999581515789032
"outsmarts 90s2000s recordings
",NEGATIVE,0.987019419670105
"please
",POSITIVE,0.9995015859603882
"bought warranty thing brighter options bright blown
",NEGATIVE,0.9183706641197205
"type using sony
",NEGATIVE,0.8956193327903748
"really appsonly accounts account cleans
",NEGATIVE,0.8807550668716431
"input really input forced
",NEGATIVE,0.9956784844398499
"meaningful every year
",POSITIVE,0.999872088432312
"would sony enough tcl
",NEGATIVE,0.9604806900024414
"country worth rather
",POSITIVE,0.9997358918190002
"within years think
",POSITIVE,0.9960163235664368
"bought researched month watched thought right
",POSITIVE,0.9949828386306763
"though might input built streaming input restarting using using basics things sony
",NEGATIVE,0.99299156665802
"please
",POSITIVE,0.9995015859603882
"thanks think
",POSITIVE,0.9997729659080505
"allows
",POSITIVE,0.9995953440666199
"bought inches options really think people although originally think willing something
",POSITIVE,0.9862340688705444
"inch tcl instead appears slightly
",NEGATIVE,0.9830104112625122
"currency
",POSITIVE,0.9962253570556641
"thinking thinking
",POSITIVE,0.9988194108009338
"please
",POSITIVE,0.9995015859603882
"back showing inch
",NEGATIVE,0.6205459833145142
"distracting
",NEGATIVE,0.9997382760047913
"reasons higher including fullscreen brightness performance choose think slightly think recordings
",NEGATIVE,0.8993527889251709
"inch right thats
",POSITIVE,0.9994915723800659
"performance lighting unexpectedly would top
",POSITIVE,0.9972148537635803
"clown
",NEGATIVE,0.9957603812217712
"things top years
",POSITIVE,0.9995385408401489
"appear
",POSITIVE,0.9967488050460815
"round 77s95c thumbsupclappinghands
",NEGATIVE,0.8456981182098389
"professionals enthusiasts
",POSITIVE,0.9996740818023682
"fullscreen found workaroundsolution whichever highest active match whitepoint following thinking active theory turning really hope would repercussions
",NEGATIVE,0.9921619296073914
"higher
",POSITIVE,0.9995583891868591
"without hiccup however visiononly bought another wacth sony updated invest
",NEGATIVE,0.9840944409370422
"testing include back rewatch something seconds thanks shootout
",NEGATIVE,0.824397623538971
"others least
",NEGATIVE,0.9934646487236023
"everything thing really
",POSITIVE,0.9993818998336792
"s95c right right
",POSITIVE,0.9996986389160156
"animated
",POSITIVE,0.9965279698371887
"information
",POSITIVE,0.9955220222473145
"noted actually instance directly right would reference
",POSITIVE,0.9928105473518372
"positioning type created reference together
",POSITIVE,0.8382198810577393
"correctly hear
",POSITIVE,0.9997711777687073
"whenever years years years rather
",POSITIVE,0.7413812875747681
"would recurring secondyear
",NEGATIVE,0.948586106300354
"thanks
",POSITIVE,0.9998080134391785
"hea trustworthy removeshides everything
",NEGATIVE,0.9648922085762024
"would interesting actually others
",POSITIVE,0.7185060381889343
"thing streaming built
",POSITIVE,0.6831925511360168
"shootout learn think shotsfacewithtearsofjoy
",NEGATIVE,0.9540802836418152
"suffering uniformity sony oversight flashing artifacts
",NEGATIVE,0.9968938827514648
"would back top tear height choosing inch inch windshield
",NEGATIVE,0.9695742130279541
"ratio
",POSITIVE,0.9973528385162354
"worth phenomenal recently purchased heavily
",POSITIVE,0.9998452663421631
"everything
",POSITIVE,0.998927891254425
"thank
",POSITIVE,0.9998283386230469
"physical early might opinions theoretically think sufficiently sounds
",POSITIVE,0.9672760963439941
"please crushes everything straight trying crush everything possibly memory turned completely shouldnt
",NEGATIVE,0.9984549283981323
"perfectly lights sunlight reflections nothing pitch testing testing refresher
",POSITIVE,0.9534128904342651
"theres everything
",POSITIVE,0.9986910223960876
"thank
",POSITIVE,0.9998283386230469
"hope crown
",POSITIVE,0.9998512268066406
"thanks perfection clappinghandsmediumlightskintoneclappinghandsmediumlightskintoneclappinghandsmediumlightskintone
",POSITIVE,0.9983036518096924
"cheaper attainable
",POSITIVE,0.9991105198860168
"testing purposefully think thats think would another title without think
",NEGATIVE,0.9835341572761536
"back operating outdated
",NEGATIVE,0.9998038411140442
"whatever cheapest shocked however tearing shockingly finally crashing though holding thank
",NEGATIVE,0.9551858305931091
"without reality creation turned shown
",NEGATIVE,0.9761171340942383
"thanks reference sony winkingface
",POSITIVE,0.9932640790939331
"however please
",POSITIVE,0.9956218600273132
"enough foundry foundry reason everything everything think charts people things motion
",NEGATIVE,0.954625129699707
"least
",NEGATIVE,0.994820237159729
"fact showing early although think incredible account unmatched sony household first months arrive honest
",POSITIVE,0.6938857436180115
"sony tested really sony
",NEGATIVE,0.96442711353302
"fellowship
",POSITIVE,0.9994611144065857
"fellowship
",POSITIVE,0.9994611144065857
"sony another sonywho thought facewithtearsofjoy
",NEGATIVE,0.8374251127243042
"people watched confirmed think grinningfacewithsmilingeyessonys
",POSITIVE,0.9145971536636353
"factory thank
",POSITIVE,0.9996047616004944
"thank
",POSITIVE,0.9998283386230469
"warranty sounds nearly though warranty
",NEGATIVE,0.9928393363952637
"though warranty sounds
",NEGATIVE,0.9017665982246399
"recommended please
",POSITIVE,0.9998039603233337
"thanks really hope smilingfacewithsmilingeyes
",POSITIVE,0.999218225479126
"white without sound
",NEGATIVE,0.999675989151001
"honestly exactly honest cheaper software
",POSITIVE,0.9985477328300476
"october sounds leading knew release shootout
",NEGATIVE,0.5851395726203918
"displayed artefacts flashing
",POSITIVE,0.9960903525352478
"cryingface
",NEGATIVE,0.9907960891723633
"people know ithe around
",POSITIVE,0.9905474781990051
"please
",POSITIVE,0.9995015859603882
"clearly
",POSITIVE,0.9994828701019287
"credit shootout literally top notch credibility
",POSITIVE,0.9996304512023926
"researching high years repairs
",POSITIVE,0.6470922827720642
"people everyone know owns
",POSITIVE,0.9972429275512695
"adopted
",POSITIVE,0.99897301197052
"year bomb others troubling
",NEGATIVE,0.9967464208602905
"crown
",POSITIVE,0.9998059868812561
"high input
",POSITIVE,0.9993411898612976
"lowest input
",NEGATIVE,0.9986623525619507
"sounds s95c somehow
",NEGATIVE,0.9928147792816162
"characters beat
",POSITIVE,0.9992257356643677
"profession reference introducing whereas everything somewhat motion
",NEGATIVE,0.548923909664154
"thought season
",POSITIVE,0.9985957741737366
"displays handicap displays whole products features sound bounce height handicapped throttled although four cherry
",NEGATIVE,0.9723979830741882
"chance
",POSITIVE,0.9993991851806641
"early shootout would champions light without easthetically back would based tradeoff
",POSITIVE,0.9296746850013733
"heard
",POSITIVE,0.9983171224594116
"theres microphone might highpass
",NEGATIVE,0.9636684060096741
"based would choice streaming shows internal streaming s95c
",NEGATIVE,0.974493682384491
"month previously straight ands worth bright
",POSITIVE,0.9995903372764587
"weakness based easily users annually
",NEGATIVE,0.9896601438522339
"thoughts performance
",POSITIVE,0.9987300038337708
"basically light would discounts
",NEGATIVE,0.9655920267105103
"brightness informative
",POSITIVE,0.9998214840888977
"s95c clear cashback without
",NEGATIVE,0.9652435183525085
"thanks another shootout
",POSITIVE,0.998845100402832
"hours wasted money
",NEGATIVE,0.9996795654296875
"would noticeable users
",NEGATIVE,0.5969141721725464
"smashing top shocking
",POSITIVE,0.9517548084259033
"whilst certainly thought thisclappinghands
",POSITIVE,0.959820568561554
"wear thanks
",POSITIVE,0.9992389678955078
"wouldve least included everyone reasons
",NEGATIVE,0.9984082579612732
"nevertheless thank everyone testing topic
",POSITIVE,0.999539852142334
"reference displays high reference
",POSITIVE,0.9992467164993286
"invested thank thumbsup
",POSITIVE,0.9997765421867371
"country offer sucks
",NEGATIVE,0.9995664954185486
"hope
",POSITIVE,0.99977046251297
"bought think warrant
",POSITIVE,0.9194985032081604
"fellowship
",POSITIVE,0.9994611144065857
"uniformity
",POSITIVE,0.9993211030960083
"phenomenal profits displays would would locations
",POSITIVE,0.9997307658195496
"people people
",POSITIVE,0.9911434650421143
"reality trained
",POSITIVE,0.9978786706924438
"thank s95c without
",POSITIVE,0.9944400787353516
"action thank
",POSITIVE,0.9998537302017212
"trying increase high
",POSITIVE,0.9962975382804871
"fears enough know years
",NEGATIVE,0.9429471492767334
"knight right
",POSITIVE,0.9997450709342957
"motion
",POSITIVE,0.9993640780448914
"fact around s95c factor people
",POSITIVE,0.7873048782348633
"shout
",POSITIVE,0.9963796734809875
"whatever reduced burn paired easy choice
",NEGATIVE,0.9734558463096619
"thats serious testing
",POSITIVE,0.9944321513175964
"confirms
",POSITIVE,0.9996441602706909
"sony redheart
",POSITIVE,0.9934786558151245
"poorly
",NEGATIVE,0.9997904896736145
"77inch house excited
",POSITIVE,0.996640682220459
"thank whole everyone weighted
",POSITIVE,0.9987879395484924
"thought
",POSITIVE,0.997986912727356
"thanks shootout
",POSITIVE,0.9997995495796204
"years bought house firmware updated outlived
",POSITIVE,0.9976686835289001
"right proportionthese nothing four
",NEGATIVE,0.7674192786216736
"first
",POSITIVE,0.9977535605430603
"count shootout thats shootout
",POSITIVE,0.8588278889656067
"french
",POSITIVE,0.9987236857414246
"years years hint
",POSITIVE,0.9920511841773987
"confused performance rating
",NEGATIVE,0.9991728663444519
"think motion might based within
",POSITIVE,0.9607113599777222
"really feasible money
",POSITIVE,0.9996010661125183
"within cheaper inch
",POSITIVE,0.9799472093582153
"overshoot thats shortcomings nowhere would fact outright
",NEGATIVE,0.9994996786117554
"thanks
",POSITIVE,0.9998080134391785
"testing sony included actually factor release displays displays
",NEGATIVE,0.9512569308280945
"facts clear
",POSITIVE,0.9997110962867737
"without whats
",NEGATIVE,0.9964463114738464
"streaming
",POSITIVE,0.9947158694267273
"bousin
",POSITIVE,0.9978499412536621
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"four
",POSITIVE,0.9953193068504333
"grinningfacewithsweat sonyredheart
",POSITIVE,0.9901461005210876
"forcer investir
",POSITIVE,0.9907461404800415
"offres streaming wifi
",NEGATIVE,0.9775139093399048
"tous hisence tcl
",POSITIVE,0.9256789088249207
"arrive chose
",POSITIVE,0.9936364889144897
"input everyone thinkingface
",POSITIVE,0.9154661893844604
"ppworld tout videossmilingfacewithsmilingeyes
",NEGATIVE,0.9809374213218689
"redheart s95c redheart
",NEGATIVE,0.8618769645690918
"winkingfacewithtongue ton thumbsupthumbsupthumbsup
",NEGATIVE,0.9794019460678101
"ton enthousiasme s95c ton sony four
",NEGATIVE,0.9550976157188416
"telecommande telecommande bof bof foutu tout
",NEGATIVE,0.9366635680198669
"tous prochain toutes
",POSITIVE,0.7437244057655334
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"tous records s95c
",NEGATIVE,0.9783650040626526
"ton
",POSITIVE,0.9951263666152954
"ton
",POSITIVE,0.9951263666152954
"achat
",POSITIVE,0.9970368146896362
"lightblueheart
",POSITIVE,0.9931089878082275
"top flagship smilingfacewithsmilingeyes sony
",POSITIVE,0.9848794341087341
"s95 ambiloght
",NEGATIVE,0.990149736404419
"top
",POSITIVE,0.9997069239616394
"ton top thumbsupwinkingface
",NEGATIVE,0.6888285875320435
"top
",POSITIVE,0.9997069239616394
"smilingfacewithopenhands
",POSITIVE,0.9984725117683411
"confirmer
",POSITIVE,0.9957290291786194
"top
",POSITIVE,0.9997069239616394
"chose
",POSITIVE,0.9932191967964172
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"ton
",POSITIVE,0.9951263666152954
"software activer four grinningfacewithsmilingeyesfacewithtearsofjoy top
",NEGATIVE,0.9715704321861267
"commander
",POSITIVE,0.9945936799049377
"thumbsup
",POSITIVE,0.9957951307296753
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"investir sony eurobanknoteeurobanknoteeurobanknotesmilingfacewithsmilingeyes
",NEGATIVE,0.9548787474632263
"tout redheart
",POSITIVE,0.9947400689125061
"please
",POSITIVE,0.9995015859603882
"charge
",POSITIVE,0.9995724558830261
"ton
",POSITIVE,0.9951263666152954
"s95c tous smilingfacewithsmilingeyessmilingfacewithsmilingeyes
",NEGATIVE,0.970834493637085
"top
",POSITIVE,0.9997069239616394
"livecool ton brancher four
",NEGATIVE,0.969741702079773
"ton
",POSITIVE,0.9951263666152954
"smilingfacewithhalo
",POSITIVE,0.9976929426193237
"backwards fin smilingfacewithhearteyessmilingfacewithhearteyes
",NEGATIVE,0.8854491710662842
"terrain
",POSITIVE,0.9923259019851685
"thumbsup
",POSITIVE,0.9957951307296753
"type aspects
",POSITIVE,0.9961326122283936
"grinningfacewithsweat
",POSITIVE,0.9940981864929199
"top
",POSITIVE,0.9997069239616394
"cryingface
",NEGATIVE,0.9907960891723633
"arrive
",POSITIVE,0.9987025260925293
"tout ton grinningfacewithbigeyesthumbsuplightskintone
",NEGATIVE,0.9811608195304871
"phare foutu fournir tout
",POSITIVE,0.8522769212722778
"smilingfacewithsmilingeyes facewithtearsofjoy another tous smilingfacewithsmilingeyes
",POSITIVE,0.9775471687316895
"ton
",POSITIVE,0.9951263666152954
"ton
",POSITIVE,0.9951263666152954
"top thumbsup
",POSITIVE,0.9983280301094055
"top
",POSITIVE,0.9997069239616394
"streaming top marche
",POSITIVE,0.974560022354126
"charge forcer service boulanger
",POSITIVE,0.9884144067764282
"ton fiche smilingfacewithsmilingeyes
",POSITIVE,0.8797447085380554
"ton ton tout
",NEGATIVE,0.6492085456848145
"inexplicable
",NEGATIVE,0.9926112294197083
"smilingfacewithsmilingeyes
",POSITIVE,0.9970294237136841
"toute ton ton ton
",NEGATIVE,0.5725762248039246
"thumbsup
",POSITIVE,0.9957951307296753
"around s95c gengrinningfacewithsweat ton
",NEGATIVE,0.9914365410804749
"plateforme tout chose
",NEGATIVE,0.9124934673309326
"sony bons patche
",NEGATIVE,0.9913066029548645
"top four brancher
",POSITIVE,0.9955224990844727
"branches branches
",POSITIVE,0.9981776475906372
"redheart ton facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
",NEGATIVE,0.9788280129432678
"grinningfacewithsweat beamingfacewithsmilingeyes
",POSITIVE,0.994132936000824
"tout tous queblackheartflexedbicepsmediumdarkskintonefoldedhandsmediumdarkskintoneokhandmediumdarkskintonesmilingfacewithsunglassessmilingfacewithhearteyeswinkingface
",NEGATIVE,0.6612704992294312
"s95c four ton
",NEGATIVE,0.8891047239303589
"bhe fin achaten tout
",NEGATIVE,0.6801599860191345
"sony top
",POSITIVE,0.9987040758132935
"s95c gforce tout chose smilingfacewithsmilingeyes
",POSITIVE,0.6065177321434021
"inclus s40 chanter facewithtearsofjoy
",NEGATIVE,0.9885004758834839
"city
",POSITIVE,0.9972625970840454
"please thank
",POSITIVE,0.9998231530189514
"shoppingcartbest httpshowlmeckvut1noxhf
",NEGATIVE,0.9932963252067566
"thank
",POSITIVE,0.9998283386230469
"earn purchases
",POSITIVE,0.9990882873535156
"acknowledge
",POSITIVE,0.9987651109695435
"backed another outright light
",POSITIVE,0.5702016949653625
"nothing focusing sony introducing think properly
",NEGATIVE,0.9996746778488159
"money promising features
",POSITIVE,0.9989132881164551
"distracted features meanwhile function
",NEGATIVE,0.9988106489181519
"s95c bought think
",NEGATIVE,0.7929883003234863
"really reference tough watched
",NEGATIVE,0.9388642311096191
"without reference every watched reference apparently people might
",NEGATIVE,0.9979755282402039
"sony companyinsects though found peoples bought
",NEGATIVE,0.6545169949531555
"increase
",POSITIVE,0.9995423555374146
"least honest caught sharpening tone highlight whats instead tricks appealing
",NEGATIVE,0.9914135932922363
"hate motion smoothing motion smoothing everything turned sony
",NEGATIVE,0.9988430738449097
"thanks
",POSITIVE,0.9998080134391785
"s95c clarity
",POSITIVE,0.999605119228363
"something motion thick streaming whatever reason football everything without motion services things another
",NEGATIVE,0.9857686161994934
"fire sound sound sound
",POSITIVE,0.9990660548210144
"champion
",POSITIVE,0.9997825026512146
"s95c option builtin back s90c s95c wallet money towards purchases money money choice
",NEGATIVE,0.9952837824821472
"finally s90c inch
",NEGATIVE,0.9534398913383484
"bright white background
",POSITIVE,0.9974071383476257
"suspicious
",NEGATIVE,0.9972846508026123
"anywhere functionality although technical people information software functionality however actually functionality
",NEGATIVE,0.6578902006149292
"everything choosed otherwise
",NEGATIVE,0.9126360416412354
"please really
",POSITIVE,0.9996739625930786
"bought s95c country cashback isic selected service discounts combined easy
",NEGATIVE,0.6741231083869934
"motion
",POSITIVE,0.9993640780448914
"s95c easily however s95c motion brighter s95c year bought s95c honestly would would easily waited easily money
",NEGATIVE,0.9777318835258484
"brighter
",POSITIVE,0.9996243715286255
"right white east would properly
",POSITIVE,0.9974095225334167
"shown sony terms offer high sony
",POSITIVE,0.9883232712745667
"thinking
",POSITIVE,0.9972530007362366
"country whopping s95c nothing
",NEGATIVE,0.9992606043815613
"s95c playstation witch
",NEGATIVE,0.9893612265586853
"sound
",POSITIVE,0.9995505213737488
"please
",POSITIVE,0.9995015859603882
"first high lowest think might years
",NEGATIVE,0.9888337254524231
"thanks
",POSITIVE,0.9998080134391785
"s95c four though
",NEGATIVE,0.8814564943313599
"s95c shown first caught early found distracting
",NEGATIVE,0.9992666840553284
"holding
",POSITIVE,0.9989521503448486
"know back choice months
",NEGATIVE,0.9468258619308472
"back blown
",NEGATIVE,0.999259889125824
"highlights muted match
",NEGATIVE,0.9993699193000793
"reasons brightness s95c
",NEGATIVE,0.9343337416648865
"anywhere
",POSITIVE,0.9912236928939819
"top years warranty inch inch cheaper inches
",POSITIVE,0.7032415866851807
"s95c currently motion
",POSITIVE,0.9603883624076843
"s95c country would least think right choice
",NEGATIVE,0.9980442523956299
"s95c tomorrow top brighter
",POSITIVE,0.9993754029273987
"higher
",POSITIVE,0.9995583891868591
"incredible s95c s95c bought s95c inch shouldnt
",POSITIVE,0.8172085285186768
"theyre brighter sony charging brightness brightness
",POSITIVE,0.5364304780960083
"thing every things
",POSITIVE,0.9887864589691162
"people theyre thing features s95c knew right s90c s95c
",NEGATIVE,0.9769524335861206
"section back noticeable year front shouldve therapy beard
",NEGATIVE,0.9826483130455017
"punchy brighter whats shown brightness
",POSITIVE,0.9916887879371643
"currently clarity brighter beamingfacewithsmilingeyes
",POSITIVE,0.999268114566803
"worth free warranty clear
",POSITIVE,0.9996656179428101
"worth s90c streaming
",POSITIVE,0.9977465271949768
"whats s92c s90c
",NEGATIVE,0.9901694655418396
"flagship
",POSITIVE,0.9983338713645935
"function testing activating
",POSITIVE,0.9975692629814148
"worth
",POSITIVE,0.9998667240142822
"neither discounted s95c cheaper
",NEGATIVE,0.9989179372787476
"bright
",POSITIVE,0.9998644590377808
"thanks thought
",POSITIVE,0.9998056292533875
"s90c recommended think worth s90c
",POSITIVE,0.9872559309005737
"earth
",POSITIVE,0.9982650876045227
"hey tone active s95c
",NEGATIVE,0.9132269024848938
