Sentence,Sentiment,Score
"thank history
",POSITIVE,0.9998462200164795
"hermoso
",POSITIVE,0.9948261380195618
"please redheart
",POSITIVE,0.9983672499656677
"please
",POSITIVE,0.9995015859603882
"thank literally brought tears thank enough following know… hearthandsmediumskintoneredheart
",POSITIVE,0.996576726436615
"something happensmilingfacewithhearts following neededfaceholdingbacktears
",POSITIVE,0.9692569971084595
"people around
",POSITIVE,0.9911172389984131
"things
",POSITIVE,0.9925870299339294
"everyone
",POSITIVE,0.997075080871582
"hey beast know hope people really nothing africans cool everyone
",NEGATIVE,0.9942092895507812
"thank people needcryingface
",POSITIVE,0.9979789853096008
"absolutely
",POSITIVE,0.9998694658279419
"please smilingfacewithsmilingeyes
",POSITIVE,0.9985849857330322
"foldedhandssmilingfacewithsmilingeyes
",NEGATIVE,0.9939781427383423
"meaningful thanks jimmyredheartredheartredheartredheart
",POSITIVE,0.9998196959495544
"people neither people money easily thanks years money whole everything fight thousand years others ease hope another really money
",NEGATIVE,0.9788631796836853
"cryingface
",NEGATIVE,0.9907960891723633
"thank beast redheartredheart
",POSITIVE,0.9996358156204224
"brother
",POSITIVE,0.9936435222625732
"writing history
",POSITIVE,0.994606077671051
"smilingfacewithsmilingeyeseres
",POSITIVE,0.9933972358703613
"clappinghandsclappinghandsclappinghandsfoldedhandsfoldedhandsfoldedhandsthumbsupcôted
",NEGATIVE,0.995031476020813
"isso governantes ocidenteloudlycryingface
",NEGATIVE,0.9861124157905579
"thank
",POSITIVE,0.9998283386230469
"crying watched years redheart
",NEGATIVE,0.9813381433486938
"smilingfacewithsmilingeyes smilingface
",POSITIVE,0.994544267654419
"christopher
",POSITIVE,0.9973576664924622
"easy
",POSITIVE,0.9972309470176697
"please would
",POSITIVE,0.9985018968582153
"really think
",POSITIVE,0.9964798092842102
"please
",POSITIVE,0.9995015859603882
"reference
",POSITIVE,0.9949818253517151
"least
",NEGATIVE,0.994820237159729
"chomp
",NEGATIVE,0.9975168704986572
"played
",POSITIVE,0.9974415302276611
"watched
",POSITIVE,0.997512936592102
"trying torpedo
",NEGATIVE,0.9957231283187866
"tha bluetooth connected
",POSITIVE,0.6465014219284058
"snowball become chaser
",POSITIVE,0.9889350533485413
"thumbnail right worriedface
",NEGATIVE,0.9559091925621033
"think year
",POSITIVE,0.9974331259727478
"honestly champion
",POSITIVE,0.9998533725738525
"please
",POSITIVE,0.9995015859603882
"thank
",POSITIVE,0.9998283386230469
"theme
",POSITIVE,0.9967566132545471
"least directly perfectly
",POSITIVE,0.9974518418312073
"becoming
",POSITIVE,0.9986433386802673
"chilling
",POSITIVE,0.9991840720176697
"chilling
",POSITIVE,0.9991840720176697
"hearing
",POSITIVE,0.9985394477844238
"theres top
",POSITIVE,0.9994921684265137
"please
",POSITIVE,0.9995015859603882
"heard heard heard
",POSITIVE,0.9979070425033569
"top notch
",POSITIVE,0.9998024106025696
"really
",POSITIVE,0.9980352520942688
"fire firefirefire
",POSITIVE,0.9980570673942566
"however thing know chemistry without
",NEGATIVE,0.5009013414382935
"back please
",POSITIVE,0.9986498951911926
"really
",POSITIVE,0.9980352520942688
"whole
",POSITIVE,0.9997158646583557
"chilling really
",POSITIVE,0.9994663596153259
"hilarious glowingstar
",POSITIVE,0.9998829364776611
"chilling reaches
",POSITIVE,0.9968360662460327
"first
",POSITIVE,0.9977535605430603
"sound
",POSITIVE,0.9995505213737488
"tbh
",NEGATIVE,0.9968628883361816
"theres chilling
",POSITIVE,0.9988914132118225
"chilling chilling
",POSITIVE,0.999627947807312
"thank
",POSITIVE,0.9998283386230469
"back know exactly
",POSITIVE,0.9866766929626465
"know know playlist
",POSITIVE,0.9774020910263062
"chilling everyone
",POSITIVE,0.9979633092880249
"least
",NEGATIVE,0.994820237159729
"really really
",POSITIVE,0.998950719833374
"heard
",POSITIVE,0.9983171224594116
"knowmoai
",POSITIVE,0.9935169219970703
"whos crack
",POSITIVE,0.9992688298225403
"really building
",POSITIVE,0.9997174143791199
"tbh
",NEGATIVE,0.9968628883361816
"please
",POSITIVE,0.9995015859603882
"think would know
",POSITIVE,0.9591163396835327
"top notch
",POSITIVE,0.9998024106025696
"thats malphite
",NEGATIVE,0.9975553154945374
"account chilling
",POSITIVE,0.9990000128746033
"throughout top
",POSITIVE,0.9988852143287659
"creativity editing
",POSITIVE,0.9997000694274902
"another currently scary team
",POSITIVE,0.9984520673751831
"cracked upfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
",NEGATIVE,0.9920685291290283
"please heartsuit
",POSITIVE,0.9997884631156921
"earn
",POSITIVE,0.9994500279426575
"smilingfacewithheartssmilingfacewithheartsrocky
",POSITIVE,0.990564227104187
"please please
",POSITIVE,0.9992691874504089
"tha boss diyacryingfacecryingfacecryingface
",NEGATIVE,0.9555337429046631
"family redheart
",POSITIVE,0.9979514479637146
"another foldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandssmilingfacewithtearsmilingfacewithtear
",NEGATIVE,0.9961277842521667
"redheartfaceholdingbacktearspeoplehugging
",NEGATIVE,0.9966649413108826
"comedy
",POSITIVE,0.9996376037597656
"smilingfacewithsmilingeyes
",POSITIVE,0.9970294237136841
"heartonfirecrowneyespartypopperrevolvingheartsrevolvingheartseyessmilingfacewithhearteyesredheartsmilingfacewithheartsfirefirefirecrowncrownblackheartsmilingfacewithhornsredheartredheartsmilingfacewithheartsfirefirecrackerrevolvingheartsredheartsmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsfaceblowingakissfaceblowingakisssmilingfacewithheartssmilingfacewithheartsfaceblowingakissfaceblowingakisssmilingfacewithheartssmilingfacewithheartsfaceblowingakissfaceblowingakisssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsfaceblowingakisssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsfaceblowingakisssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsfaceblowingakisssmilingfacewithheartssmilingfacewithheartsfaceblowingakisssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsfaceblowingakissfaceblowingakisssmilingfacewithheartssmilingfacewithhearteyes please morning please
",POSITIVE,0.9945967197418213
"acting acting
",POSITIVE,0.995310366153717
"facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
",NEGATIVE,0.9825248122215271
"smilingfacewithhearteyessmilingfacewithhearteyes
",POSITIVE,0.9917024970054626
"bluehearttriangularflag
",NEGATIVE,0.9934349060058594
"bluehearttriangularflag
",NEGATIVE,0.9934349060058594
"bluehearttriangularflag
",NEGATIVE,0.9934349060058594
"bluehearttriangularflag
",NEGATIVE,0.9934349060058594
"bluehearttriangularflag
",NEGATIVE,0.9934349060058594
"redheart thumbsup
",POSITIVE,0.9911660552024841
"ethical exhibition art exhibition forced practitioners exhibition tourists
",NEGATIVE,0.8636338710784912
"ethics rights forced international art
",NEGATIVE,0.9367039203643799
"art located surrounded government offices attractions house people tourists every
",POSITIVE,0.9989833235740662
"exhibition screened every exhibition forced practitioners investigations rights attorney secretary practitioners
",NEGATIVE,0.769585371017456
"learned international information people recordings platforms family
",POSITIVE,0.9973195195198059
"hredheartredheartredheartredheartredheartredheartredheartredheartredheartredheart thanks
",POSITIVE,0.9978316426277161
"bosssmilingfacewithsmilingeyessmilingfacewithsmilingeyes
",NEGATIVE,0.9907265901565552
"backwards
",NEGATIVE,0.9904462099075317
"backwards thumbsdown
",NEGATIVE,0.9954202771186829
"chairman chhora grinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweat
",POSITIVE,0.9218522310256958
"thank fee free information httpswwwforthepeoplecomgarandthumbs863a3480
",NEGATIVE,0.9746848940849304
"alright brainwashing possibly recently
",NEGATIVE,0.9537340402603149
"firearm authority weakthen promptly ballistics
",NEGATIVE,0.9972220659255981
"purchase
",POSITIVE,0.9982233643531799
"really first firearms
",POSITIVE,0.9961163997650146
"known
",POSITIVE,0.9979636669158936
"nothing
",NEGATIVE,0.9992395639419556
"know
",POSITIVE,0.9947928786277771
"shoot
",NEGATIVE,0.9990390539169312
"importantly perfectly physiological proficientthe easy reasons back think whole round overwhelming expectation winkingface
",POSITIVE,0.9969249367713928
"enough high
",POSITIVE,0.9997379183769226
"learned nothing
",NEGATIVE,0.9966609477996826
"selection sourcing velocity acts choose tryout top
",NEGATIVE,0.9910746216773987
"currently
",POSITIVE,0.9966073036193848
"literally
",POSITIVE,0.9956303834915161
"tested people bear protection know
",NEGATIVE,0.8993454575538635
"facewithrollingeyes tough specs would write really history expectations
",NEGATIVE,0.9842525124549866
"hope smilingfacewithhearteyes
",POSITIVE,0.9989559650421143
"thanks follow
",POSITIVE,0.9998263716697693
"hear
",POSITIVE,0.9987009763717651
"cool smilingfacewithsunglasses
",POSITIVE,0.9994649291038513
"first
",POSITIVE,0.9977535605430603
"might cheat
",NEGATIVE,0.998561680316925
"would something brother mmfacewithopenmouthfacewithopenmouthfacewithopenmouth
",NEGATIVE,0.9260066151618958
"carrying round rounds
",POSITIVE,0.9961181879043579
"wrist something facewithtearsofjoy
",NEGATIVE,0.6832842230796814
"please
",POSITIVE,0.9995015859603882
"heart reacts
",POSITIVE,0.9977317452430725
"lords
",POSITIVE,0.9904865622520447
"stated
",POSITIVE,0.9940709471702576
"everything field whales
",POSITIVE,0.9463097453117371
"follow
",POSITIVE,0.9954183101654053
"stated
",POSITIVE,0.9940709471702576
"finally
",POSITIVE,0.9983649849891663
"hate hate theeand
",NEGATIVE,0.9978273510932922
"liberty literally airsoft shooting
",POSITIVE,0.9871017932891846
"wherever scienceish burning wear every
",NEGATIVE,0.9649336338043213
"would round shootings
",NEGATIVE,0.9564545750617981
"velocity
",POSITIVE,0.9969819188117981
"testing efficiency clothing winter cloths wives
",POSITIVE,0.6958925127983093
"know background
",POSITIVE,0.9945352077484131
"charlie toobut heart shoots hits actually firearms purchase
",POSITIVE,0.8663209080696106
"bore
",NEGATIVE,0.9997795224189758
"first seconds thought theslowmoguys type
",NEGATIVE,0.9470123648643494
"basically worthless
",NEGATIVE,0.9997935891151428
"four beast chambered hollow
",NEGATIVE,0.9993506073951721
"clearly
",POSITIVE,0.9994828701019287
"liberty
",POSITIVE,0.9996391534805298
"sean
",POSITIVE,0.9946170449256897
"first seconds facewithtearsofjoy
",NEGATIVE,0.8972785472869873
"thing sucks really vehicle around ear
",NEGATIVE,0.9897738099098206
"released motion
",POSITIVE,0.9984121322631836
"actually thanks
",POSITIVE,0.9997960925102234
"history
",POSITIVE,0.9964542388916016
"earliest cracked fireams supervisory following bust brand1 tested enough factory tested four
",NEGATIVE,0.9876109957695007
"bunch early really know
",POSITIVE,0.9730245471000671
"beat factory tested testing
",POSITIVE,0.727435827255249
"people thats bore chamber
",NEGATIVE,0.9850422739982605
"issued known earliest known crack cracking history
",POSITIVE,0.9794257283210754
"clear chose ground heavy
",NEGATIVE,0.8686475157737732
"early reported around instead
",NEGATIVE,0.9634226560592651
"longterm widespread shoot butch match comedy rates
",NEGATIVE,0.9812136888504028
"recalled field back thorough troubleshooting testing charlie testing testing
",NEGATIVE,0.9939370155334473
"fact teams issued headache
",NEGATIVE,0.9992238283157349
"turned around learned fearing would neither already tight chose
",NEGATIVE,0.9975247979164124
"shoot basically combined become early years
",NEGATIVE,0.8212178349494934
"thanks
",POSITIVE,0.9998080134391785
"thicc
",NEGATIVE,0.9909678101539612
"haters trying knowing things hes thats
",NEGATIVE,0.9976122379302979
"really
",POSITIVE,0.9980352520942688
"fallout
",NEGATIVE,0.9972543120384216
"round
",POSITIVE,0.9907627701759338
"know
",POSITIVE,0.9947928786277771
"reality
",POSITIVE,0.9979888200759888
"thought
",POSITIVE,0.997986912727356
"right
",POSITIVE,0.9998270869255066
"round wristed facewithtearsofjoy bear country
",NEGATIVE,0.9767571091651917
"clearly
",POSITIVE,0.9994828701019287
"though onehanded performance ease free hand north bear country though hip
",POSITIVE,0.916361927986145
"weapons
",POSITIVE,0.9970500469207764
"somewhere informative
",POSITIVE,0.9983012080192566
"bore round think somewhere
",NEGATIVE,0.9977668523788452
"character fire rounds rounds manshooter
",NEGATIVE,0.993868887424469
"seriously
",POSITIVE,0.9986128807067871
"four try eat
",POSITIVE,0.9365895986557007
"whats sound
",POSITIVE,0.9973251819610596
"backed
",POSITIVE,0.9955928921699524
"recently thats pathetic
",NEGATIVE,0.999710738658905
"try hollows
",NEGATIVE,0.9983811378479004
"brought
",POSITIVE,0.9994970560073853
"whoopass
",NEGATIVE,0.9927791953086853
"thank fact really
",POSITIVE,0.9998500347137451
"clicks shoot shoot thats every math sponsored round brother resting heart actually basically things sporty whatever
",NEGATIVE,0.8851397037506104
"reaction
",POSITIVE,0.9972259402275085
"thanks reactionredheart
",POSITIVE,0.9995569586753845
"please
",POSITIVE,0.9995015859603882
"highly recommended
",POSITIVE,0.9998292922973633
"please reaction thank uredheart
",POSITIVE,0.9997088313102722
"please reaction thank
",POSITIVE,0.9998249411582947
"please reaction thank uredheart
",POSITIVE,0.9997088313102722
"please reaction thank uredheart
",POSITIVE,0.9997088313102722
"without right beatiful
",NEGATIVE,0.991868257522583
"hear easy healthy
",POSITIVE,0.9996464252471924
"please
",POSITIVE,0.9995015859603882
"freand reaction
",NEGATIVE,0.9938430786132812
"another years round emotional
",POSITIVE,0.9884776473045349
"wishes
",POSITIVE,0.998723566532135
"smilingfacewithhearts earth globeshowingasiaaustraliahearthands redheart
",POSITIVE,0.9862421751022339
"know chance factor already know white earings whistle beast factor thank reaction
",POSITIVE,0.9936830997467041
"thanks brotherwelcome
",POSITIVE,0.997815728187561
"people rights peacefully thank growingheartgrowingheartgrowingheartgrowingheartgrowingheartgrowingheartgrowingheart
",POSITIVE,0.9989038705825806
"brother thank
",POSITIVE,0.9998003840446472
"subscribers childs easy healthy mother
",POSITIVE,0.9947222471237183
"reaction
",POSITIVE,0.9972259402275085
"please reaction
",POSITIVE,0.9994469285011292
"feat thanks
",POSITIVE,0.9997925162315369
"together reaction
",POSITIVE,0.9988681077957153
"reacts honestly sincerely reactions watched honestly extraordinary
",POSITIVE,0.9994698166847229
"hope everything white earing though others rendition invited years
",POSITIVE,0.9974602460861206
"reaction
",POSITIVE,0.9972259402275085
"please reaction
",POSITIVE,0.9994469285011292
"reaction
",POSITIVE,0.9972259402275085
"xfactor would cover cover
",POSITIVE,0.6010386943817139
"caused country thousand thousand exactly earth thats people people easy heart thousands every tone reason thats although
",NEGATIVE,0.5952464938163757
"congratulations healthy smilingfacewithsmilingeyesredheart
",POSITIVE,0.9996547698974609
"congratulations normally mother healthyfacewithtearsofjoy
",POSITIVE,0.995376706123352
"thats right togetheramazing
",NEGATIVE,0.9433882236480713
"please reaction
",POSITIVE,0.9994469285011292
"reaction
",POSITIVE,0.9972259402275085
"sounds heart thanks reaction thumbsupthumbsup
",POSITIVE,0.9993056058883667
"please cover
",POSITIVE,0.9993926286697388
"reaction foldedhandssmilingfacewithsmilingeyes
",NEGATIVE,0.9910780787467957
"know
",POSITIVE,0.9947928786277771
"know
",POSITIVE,0.9947928786277771
"please reaction
",POSITIVE,0.9994469285011292
"xfactor voicesmilingfacewithsmilingeyesby queensmilingfacewithsmilingeyeshappy redheart
",NEGATIVE,0.981380045413971
"thank revising
",POSITIVE,0.9997873902320862
"healthy
",POSITIVE,0.9998422861099243
"please ŕeact coover
",POSITIVE,0.9767360687255859
"thanks reactionredheart
",POSITIVE,0.9995569586753845
"please
",POSITIVE,0.9995015859603882
"artist
",POSITIVE,0.997844934463501
"hearts together
",POSITIVE,0.9998569488525391
"currently
",POSITIVE,0.9966073036193848
"detructionmaking countries increasingly
",NEGATIVE,0.9973570704460144
"follow
",POSITIVE,0.9954183101654053
"whistling sound httpswwwyoutubecomwatchvwamvulc9uls
",NEGATIVE,0.9229412078857422
"brother hope
",POSITIVE,0.9975624084472656
